"siteslist","cc","meanmat","varmat","varlogmat","sdmat","meanlo","varlo","varloglo","sdlo","meanutah","meangdd","matslope","matslopese","matslopeconfint11","matslopeconfint89","matslopelog","matslopelogse","matslopelogconfint11","matslopelogconfint89","meanmatlo","varmatlo","sdmatlo","matslopelog_exp"
13,"1990-2010",9.40226065940831,0.83358505171953,0.00981267533093783,0.913008790603645,104.35,40.5552631578947,0.00387365242766446,6.3683014342833,2334.6,66.7170513905316,-1.8870862335522,1.58272840247274,-4.54791317745822,0.77374071035381,-0.169557179425283,0.142597030448814,-0.409286257482139,0.0701718986315736,7.11539500224885,0.997175111441746,0.998586556810048,0.844038491464692
14,"1950-1970",7.25610853346551,1.46637717439908,0.0285373397195565,1.21094061555432,115.25,67.3552631578947,0.00516891631098358,8.20702523195188,1881,68.4879134759376,-5.72292385745763,0.855740482182026,-7.16156445329433,-4.28428326162093,-0.353727492473845,0.0557798439094207,-0.44750259082248,-0.259952394125211,6.79082242885845,0.641088565732912,0.800680064528218,0.702066259629526
14,"1990-2010",8.49521991881269,0.888791601483656,0.0128704187535034,0.942757445732282,111.9,21.9894736842105,0.00179632330206784,4.68929351653429,2179.8,63.0553927262978,-2.58242435348452,1.00199662340657,-4.26694559484069,-0.897903112128357,-0.18724842059688,0.0761970938194587,-0.315348276494703,-0.0591485646990566,6.61599985212088,0.859376651434448,0.927025701604032,0.829237711068858
15,"1950-1970",8.29048351034542,1.15322223009181,0.0175536152723028,1.07388185108596,109.5,59.6315789473684,0.00516253793178562,7.72214859656096,1822.2,79.1106714519987,-5.04647086678053,1.20742596213901,-7.07635263791179,-3.01658909564927,-0.371300965076622,0.0931655380018726,-0.527927568460744,-0.214674361692501,7.43951596274611,0.625222563649036,0.790710164124021,0.689836293679992
15,"1990-2010",9.18494816426562,0.884551510202204,0.0107820778052926,0.940505986266012,105.75,30.6184210526316,0.00273500348995354,5.53339146027385,2185.8,58.4719286630329,-2.13488367010278,1.29221814550869,-4.30731505732116,0.0375477171155953,-0.183256205207029,0.11057405002939,-0.369149382555301,0.00263697214124312,6.72895146249944,0.747973224956112,0.864854453047512,0.832554823528922
16,"1950-1970",7.5494482008219,1.23855222216542,0.0226626532814446,1.11290261126723,119.85,72.0289473684211,0.005290784439109,8.48698694286854,1927.8,99.8726842836323,-5.38966731778374,1.27164039916783,-7.52750412653681,-3.25183050903068,-0.328349654520638,0.0835479906370972,-0.468807577844109,-0.187891731197167,8.1137578831595,1.19979751222279,1.0953526885085,0.720111185549002
16,"1990-2010",8.76030415201803,0.884100233584793,0.0118709736112886,0.940266044045404,107.45,107.944736842105,0.00962041796078262,10.3896456552717,2181.6,52.7596672401617,-3.14227011842423,2.49690614494193,-7.33998031082751,1.05544007397905,-0.246080742753273,0.204105026176413,-0.589214885154685,0.0970533996481396,6.06462083218709,1.81277193625562,1.34639219258566,0.781859092920952
17,"1950-1970",7.1008639717181,1.45683236196511,0.0293937167939145,1.20699310767092,122.3,75.6947368421053,0.00542655072692396,8.70027222804581,2259,78.2463357990083,-5.69638794788658,1.04108928874624,-7.44663039389314,-3.94614550188001,-0.328883080570842,0.0651715385087702,-0.438447163308613,-0.219318997833071,7.48817725198103,0.659045534643741,0.811816195110532,0.719727161916798
17,"1990-2010",8.21444546856674,0.892938369071698,0.0137343648095943,0.944954162418314,107.55,57.7342105263158,0.00500070550103038,7.59830313466867,2562,45.1792895678295,-4.13971739956899,1.62479355317895,-6.8712627852643,-1.40817201387367,-0.305609708888588,0.122634144330944,-0.511777889714074,-0.0994415280631011,6.39834663117935,0.906504493883778,0.952105295586459,0.736674080701372
18,"1950-1970",7.63204059028016,1.09844577919476,0.0198886950636754,1.04806764056274,121.7,22.8526315789474,0.00150642467350228,4.78044261328879,1995,95.9598211898562,-1.93344922471233,0.973718217122458,-3.57042981079629,-0.296468638628365,-0.11669865444547,0.0587481370316034,-0.215463942080261,-0.0179333668106795,8.06154014239118,1.85177526492444,1.36079949475463,0.889853306102039
