"PEP_ID","PLANT_ID","CULT_ID","BBCH","YEAR","DAY"
7209,106,20,10,1999,106
7209,106,20,10,2002,112
7210,106,20,10,1999,108
7210,106,20,10,2002,113
7211,106,20,10,1961,115
7211,106,20,10,1962,130
7211,106,20,10,1963,127
7211,106,20,10,1964,129
7211,106,20,10,1965,129
7211,106,20,10,1966,125
7211,106,20,10,1967,127
7211,106,20,10,1968,118
7211,106,20,10,1969,134
7211,106,20,10,1970,133
7211,106,20,10,1971,133
7211,106,20,10,1972,123
7211,106,20,10,1973,121
7211,106,20,10,1974,121
7211,106,20,10,1975,121
7211,106,20,10,1976,130
7211,106,20,10,1977,122
7211,106,20,10,1978,124
7211,106,20,10,1979,130
7211,106,20,10,1980,119
7211,106,20,10,1981,130
7211,106,20,10,1982,125
7211,106,20,10,1983,116
7211,106,20,10,1984,118
7211,106,20,10,1985,128
7211,106,20,10,1986,118
7211,106,20,10,1987,121
7211,106,20,10,1988,123
7211,106,20,10,1989,108
7211,106,20,10,1990,92
7211,106,20,10,1991,119
7211,106,20,10,1992,126
7211,106,20,10,1999,106
7211,106,20,10,2002,113
7212,106,20,10,1961,110
7212,106,20,10,1962,113
7212,106,20,10,1963,122
7212,106,20,10,1964,123
7212,106,20,10,1965,126
7212,106,20,10,1966,121
7212,106,20,10,1967,117
7212,106,20,10,1968,113
7212,106,20,10,1969,123
7212,106,20,10,1970,124
7212,106,20,10,1971,121
7212,106,20,10,1972,122
7212,106,20,10,1973,120
7212,106,20,10,1974,121
7212,106,20,10,1975,120
7212,106,20,10,1976,129
7212,106,20,10,1977,121
7212,106,20,10,1978,123
7212,106,20,10,1979,130
7212,106,20,10,1980,123
7212,106,20,10,1981,131
7212,106,20,10,1982,125
7212,106,20,10,1986,128
7212,106,20,10,1987,121
7212,106,20,10,1988,124
7212,106,20,10,1989,108
7212,106,20,10,1990,85
7212,106,20,10,1991,132
7212,106,20,10,1992,135
7212,106,20,10,1999,126
7212,106,20,10,2002,116
7215,106,20,10,1962,118
7215,106,20,10,1963,121
7215,106,20,10,1969,129
7215,106,20,10,1970,127
7215,106,20,10,1971,129
7215,106,20,10,1972,125
7215,106,20,10,1973,127
7215,106,20,10,1974,122
7215,106,20,10,1975,122
7215,106,20,10,1976,133
7215,106,20,10,1977,122
7215,106,20,10,1978,127
7215,106,20,10,1979,132
7215,106,20,10,1980,129
7215,106,20,10,1981,131
7215,106,20,10,1982,129
7215,106,20,10,1983,116
7215,106,20,10,1984,118
7215,106,20,10,1985,126
7215,106,20,10,1986,119
7215,106,20,10,1987,123
7215,106,20,10,1988,125
7215,106,20,10,1989,108
7215,106,20,10,1990,107
7215,106,20,10,1991,121
7215,106,20,10,1992,123
7215,106,20,10,1999,106
7153,106,21,10,1999,123
7153,106,20,10,1999,121
7153,106,21,10,2002,118
7153,106,20,10,2002,116
7153,106,21,10,2005,133
7153,106,20,10,2005,130
7153,106,21,10,2006,127
7153,106,20,10,2006,125
7153,106,21,10,2008,123
7153,106,20,10,2008,123
7153,106,21,10,2009,129
7153,106,20,10,2009,126
7154,106,21,10,1999,139
7154,106,20,10,1999,127
7154,106,21,10,2002,123
7154,106,20,10,2002,116
7154,106,21,10,2005,138
7154,106,20,10,2005,132
7154,106,21,10,2006,129
7154,106,20,10,2006,125
7154,106,21,10,2007,130
7154,106,20,10,2007,117
7154,106,21,10,2008,126
7154,106,20,10,2008,124
7154,106,21,10,2009,133
7154,106,20,10,2009,127
7155,106,21,10,1999,137
7155,106,20,10,1999,124
7155,106,21,10,2002,126
7155,106,20,10,2002,117
7155,106,21,10,2005,136
7155,106,20,10,2005,132
7155,106,21,10,2006,128
7155,106,20,10,2006,125
7155,106,21,10,2007,136
7155,106,20,10,2007,126
7155,106,21,10,2008,125
7155,106,20,10,2008,121
7155,106,21,10,2009,136
7155,106,20,10,2009,126
7156,106,21,10,1999,119
7156,106,20,10,1999,116
7156,106,21,10,2002,118
7156,106,20,10,2002,113
7156,106,21,10,2005,134
7156,106,20,10,2005,126
7156,106,21,10,2006,126
7156,106,20,10,2006,121
7156,106,21,10,2007,129
7156,106,20,10,2007,118
7156,106,21,10,2008,126
7156,106,20,10,2008,121
7156,106,21,10,2009,132
7156,106,20,10,2009,123
7158,106,21,10,1999,137
7158,106,20,10,1999,130
7158,106,21,10,2002,122
7158,106,20,10,2002,119
7158,106,21,10,2005,129
7158,106,20,10,2005,122
7158,106,21,10,2006,126
7158,106,20,10,2006,123
7158,106,21,10,2007,125
7158,106,20,10,2007,123
7159,106,21,10,1999,140
7159,106,20,10,1999,130
7159,106,21,10,2002,126
7159,106,20,10,2002,119
7159,106,21,10,2005,139
7159,106,20,10,2005,133
7159,106,21,10,2006,130
7159,106,20,10,2006,125
7159,106,21,10,2007,134
7159,106,20,10,2007,118
7159,106,21,10,2008,125
7159,106,20,10,2008,122
7159,106,21,10,2009,125
7159,106,20,10,2009,122
7160,106,21,10,1999,132
7160,106,20,10,1999,119
7160,106,21,10,2002,125
7160,106,20,10,2002,119
7160,106,21,10,2005,138
7160,106,20,10,2005,132
7160,106,21,10,2006,127
7160,106,20,10,2006,124
7160,106,21,10,2007,137
7160,106,20,10,2007,129
7160,106,21,10,2008,127
7160,106,20,10,2008,123
7160,106,21,10,2009,135
7160,106,20,10,2009,127
7163,106,21,10,1999,140
7163,106,20,10,1999,127
7163,106,21,10,2002,123
7163,106,20,10,2002,120
7163,106,21,10,2005,143
7163,106,20,10,2005,136
7163,106,21,10,2006,128
7163,106,20,10,2006,125
7163,106,21,10,2007,123
7163,106,20,10,2007,117
7163,106,21,10,2008,132
7163,106,20,10,2008,123
7163,106,21,10,2009,131
7163,106,20,10,2009,126
7164,106,21,10,1999,140
7164,106,20,10,1999,138
7164,106,21,10,2002,126
7164,106,20,10,2002,122
7164,106,21,10,2005,139
7164,106,20,10,2005,132
7164,106,21,10,2006,126
7164,106,20,10,2006,126
7164,106,21,10,2007,132
7164,106,20,10,2007,127
7164,106,21,10,2008,126
7164,106,20,10,2008,126
7164,106,21,10,2009,131
7164,106,20,10,2009,131
7165,106,21,10,1999,140
7165,106,20,10,1999,139
7165,106,21,10,2002,122
7165,106,20,10,2002,122
7165,106,21,10,2005,142
7165,106,20,10,2005,140
7165,106,21,10,2006,127
7165,106,20,10,2006,126
7165,106,21,10,2007,134
7165,106,20,10,2007,128
7165,106,21,10,2008,130
7165,106,20,10,2008,124
7165,106,21,10,2009,137
7165,106,20,10,2009,133
7166,106,21,10,1999,123
7166,106,20,10,1999,123
7166,106,21,10,2002,121
7166,106,20,10,2002,119
7166,106,21,10,2005,140
7166,106,20,10,2005,133
7166,106,21,10,2006,128
7166,106,20,10,2006,123
7166,106,21,10,2007,131
7166,106,20,10,2007,117
7166,106,21,10,2008,127
7166,106,20,10,2008,125
7166,106,21,10,2009,139
7166,106,20,10,2009,135
7167,106,21,10,1999,142
7167,106,20,10,1999,141
7167,106,21,10,2002,124
7167,106,20,10,2002,122
7167,106,21,10,2005,142
7167,106,20,10,2005,141
7167,106,21,10,2006,128
7167,106,20,10,2006,126
7167,106,21,10,2007,137
7167,106,20,10,2007,132
7167,106,21,10,2008,141
7167,106,20,10,2008,133
7167,106,21,10,2009,139
7167,106,20,10,2009,134
7168,106,21,10,1999,145
7168,106,20,10,1999,144
7168,106,21,10,2002,125
7168,106,20,10,2002,123
7168,106,21,10,2005,142
7168,106,20,10,2005,140
7168,106,21,10,2006,128
7168,106,20,10,2006,125
7168,106,21,10,2007,135
7168,106,20,10,2007,135
7168,106,21,10,2008,134
7168,106,20,10,2008,130
7168,106,21,10,2009,136
7168,106,20,10,2009,134
7169,106,21,10,1999,137
7169,106,20,10,1999,133
7169,106,21,10,2002,126
7169,106,20,10,2002,126
7169,106,21,10,2005,136
7169,106,20,10,2005,136
7169,106,21,10,2006,124
7169,106,20,10,2006,124
7169,106,21,10,2007,129
7169,106,20,10,2007,132
7172,106,21,10,1999,142
7172,106,20,10,1999,140
7172,106,21,10,2002,126
7172,106,20,10,2002,123
7172,106,21,10,2005,141
7172,106,20,10,2005,136
7172,106,21,10,2006,127
7172,106,20,10,2006,125
7172,106,21,10,2007,139
7172,106,20,10,2007,132
7172,106,21,10,2008,138
7172,106,20,10,2008,126
7172,106,21,10,2009,138
7172,106,20,10,2009,135
7173,106,21,10,1999,141
7173,106,20,10,1999,140
7173,106,21,10,2002,125
7173,106,20,10,2002,124
7173,106,21,10,2005,143
7173,106,20,10,2005,139
7173,106,21,10,2006,128
7173,106,20,10,2006,126
7173,106,21,10,2007,135
7173,106,20,10,2007,135
7173,106,21,10,2008,147
7173,106,20,10,2008,140
7173,106,21,10,2009,137
7173,106,20,10,2009,137
7174,106,21,10,1999,142
7174,106,20,10,1999,142
7174,106,21,10,2002,131
7174,106,20,10,2002,131
7174,106,21,10,2005,145
7174,106,20,10,2005,144
7174,106,21,10,2006,128
7174,106,20,10,2006,128
7174,106,21,10,2007,143
7174,106,20,10,2007,141
7174,106,21,10,2008,150
7174,106,20,10,2008,149
7174,106,21,10,2009,139
7174,106,20,10,2009,139
7175,106,21,10,1999,145
7175,106,20,10,1999,146
7175,106,21,10,2002,132
7175,106,20,10,2002,132
7175,106,21,10,2005,144
7175,106,20,10,2005,144
7175,106,21,10,2006,132
7175,106,20,10,2006,133
7175,106,21,10,2007,145
7175,106,20,10,2007,145
7175,106,21,10,2008,153
7175,106,20,10,2008,152
7178,106,21,10,1999,161
7178,106,20,10,1999,161
7178,106,21,10,2002,150
7178,106,20,10,2002,150
7178,106,21,10,2005,157
7178,106,20,10,2005,157
7178,106,21,10,2006,142
7178,106,20,10,2006,159
7178,106,21,10,2007,155
7178,106,20,10,2007,155
7178,106,21,10,2008,168
7178,106,20,10,2008,168
7178,106,21,10,2009,153
7178,106,20,10,2009,153
7180,106,21,10,1999,144
7180,106,20,10,1999,144
7180,106,21,10,2002,126
7180,106,20,10,2002,126
7180,106,21,10,2005,146
7180,106,20,10,2005,146
7180,106,21,10,2006,131
7180,106,20,10,2006,131
7180,106,21,10,2007,148
7180,106,20,10,2007,148
7180,106,21,10,2008,150
7180,106,20,10,2008,150
7180,106,21,10,2009,139
7180,106,20,10,2009,140
7181,106,21,10,1999,158
7181,106,21,10,2002,141
7181,106,21,10,2005,160
7181,106,21,10,2006,128
7181,106,21,10,2007,151
7181,106,21,10,2008,156
7181,106,21,10,2009,145
7184,106,21,10,1999,160
7184,106,21,10,2002,149
7184,106,21,10,2005,159
7184,106,21,10,2006,137
7184,106,21,10,2007,147
7184,106,21,10,2008,162
7184,106,21,10,2009,150
7185,106,21,10,1999,160
7185,106,21,10,2002,148
7185,106,21,10,2005,157
7185,106,21,10,2006,152
7185,106,21,10,2007,155
7185,106,21,10,2008,139
7185,106,21,10,2009,156
