"pepid","bbch","year","doy","lon","lat"
"5729","60","1995","113","11.8333","52.1333"
"5790","60","1995","113","11.1667","52.4"
"5924","60","1995","113","11.7833","51.45"
"5963","60","1995","113","11.3667","51.9167"
"6045","60","1995","113","12.1333","50.8833"
"6120","60","1995","113","11.9833","50.9667"
"6191","60","1995","113","10.8167","50.2667"
"6431","60","1995","113","10.3333","51.35"
"48","60","1995","114","10.7333","53.95"
"94","60","1995","114","10.6333","53.4833"
"162","60","1995","114","9.8","53.7"
"213","60","1995","114","9.65","54.0833"
"217","60","1995","114","9.85","54.1667"
"263","60","1995","114","10.15","53.8167"
"381","60","1995","114","8.81667","52.9833"
"502","60","1995","114","9.7","51.8"
"550","60","1995","114","9.8","51.7333"
"651","60","1995","114","10.6","52.7333"
"827","60","1995","114","8.61667","53.2"
"860","60","1995","114","9.38333","53.6667"
"862","60","1995","114","9.7","53.4667"
"933","60","1995","114","6.76667","52.6333"
"977","60","1995","114","8.03333","52.3167"
"1074","60","1995","114","9.85","51.9"
"1219","60","1995","114","8.56667","53.1833"
"1381","60","1995","114","7.61667","51.0333"
"1708","60","1995","114","8.68333","51.7333"
"1929","60","1995","114","8.73333","49.6833"
"2088","60","1995","114","9.33333","51.2"
"2168","60","1995","114","9.51667","51.3833"
"3498","60","1995","114","11.0833","48.5833"
"3632","60","1995","114","11.35","48.45"
"3642","60","1995","114","11.1667","48"
"3651","60","1995","114","12.6167","47.9167"
"3737","60","1995","114","11.85","48.8167"
"3798","60","1995","114","12.8833","49.0833"
"3827","60","1995","114","13.5167","48.75"
"3891","60","1995","114","12.3","49.3167"
"3951","60","1995","114","12.5333","49.2667"
"3959","60","1995","114","11.6833","49.5333"
"4034","60","1995","114","11.7167","49.9"
"4097","60","1995","114","11.4333","50.05"
"4175","60","1995","114","10.7833","49.2833"
"4419","60","1995","114","10.3833","50.4167"
"4487","60","1995","114","10.9833","48.35"
"4706","60","1995","114","14.25","53.25"
"4751","60","1995","114","12.5333","52.0167"
"4882","60","1995","114","13.6833","52.05"
"4985","60","1995","114","13.0667","52.2833"
"4989","60","1995","114","13.9333","53.3167"
"5048","60","1995","114","13.3333","53.2167"
"5078","60","1995","114","12.0667","54.1333"
"5098","60","1995","114","13.15","53.7167"
"5178","60","1995","114","11.2","53.4333"
"5236","60","1995","114","13.95","53.5167"
"5446","60","1995","114","12.5","51.5167"
"5507","60","1995","114","15.0333","51.2667"
"5535","60","1995","114","13.9167","51.2167"
"5571","60","1995","114","13.4167","51.2333"
"5766","60","1995","114","12.3167","51.7833"
"5781","60","1995","114","10.7167","51.9667"
"5819","60","1995","114","11.0333","52.4833"
"5872","60","1995","114","11.1167","52.0833"
"5928","60","1995","114","11.3833","52.85"
"5942","60","1995","114","11.4","51.5"
"5949","60","1995","114","11.3667","51.5"
"6016","60","1995","114","12.7333","51.6833"
"6090","60","1995","114","11.0833","51.4"
"6132","60","1995","114","12.2333","50.8"
"6354","60","1995","114","12.3667","50.8833"
"6374","60","1995","114","10.8333","51.3667"
"3869","60","1995","115","12.6667","49.2667"
"3918","60","1995","115","11.7667","49.2167"
"3981","60","1995","115","12.2667","49.65"
"4007","60","1995","115","11","49.8167"
"4055","60","1995","115","11.1667","49.95"
"4730","60","1995","115","13.55","51.5"
"5046","60","1995","115","13.6","53.2667"
"5080","60","1995","115","12.0833","54.1833"
"5091","60","1995","115","11.4667","53.9"
"5103","60","1995","115","13.7833","53.7667"
"5156","60","1995","115","12.9667","54.0833"
"5180","60","1995","115","11.0833","53.2667"
"5301","60","1995","115","13.5333","53.4"
"5652","60","1995","115","14.7333","51.5"
"5725","60","1995","115","11.9667","52.15"
"5818","60","1995","115","12.9","51.8833"
"6184","60","1995","115","10.7333","50.4333"
"6211","60","1995","115","10.65","51.1"
"6254","60","1995","115","10.4","51.25"
"6410","60","1995","115","11.2","50.8667"
"6429","60","1995","115","10.4833","51.4833"
"218","60","1995","115","9.66667","54.3"
"310","60","1995","115","8.9","54.0167"
"563","60","1995","115","10.0333","51.8"
"670","60","1995","115","10.85","52.6667"
"975","60","1995","115","8.05","52.15"
"1664","60","1995","115","9.08333","51.8667"
"1713","60","1995","115","9.3","51.5833"
"1847","60","1995","115","8.41667","50.9333"
"2284","60","1995","115","9.16667","51.3333"
"2890","60","1995","115","10.2333","49.1333"
"3070","60","1995","115","9.41667","49.6333"
"244","60","1995","116","9.56667","54.5167"
"276","60","1995","116","9.78333","53.9"
"402","60","1995","116","9.26667","52.0667"
"498","60","1995","116","10.1833","51.5"
"596","60","1995","116","9.76667","52.55"
"777","60","1995","116","10.4667","52.9167"
"895","60","1995","116","8.61667","53.4333"
"1493","60","1995","116","6.63333","50.4833"
"2242","60","1995","116","8.73333","51.35"
"2343","60","1995","116","9.48333","50.1167"
"2852","60","1995","116","10.2167","49.0167"
"3014","60","1995","116","9.88333","49.0833"
"3893","60","1995","116","12.05","49.8333"
"4045","60","1995","116","11.15","50.2667"
"4317","60","1995","116","9.91667","50.2833"
"4892","60","1995","116","12.1167","52.9833"
"5262","60","1995","116","12.3167","54.0667"
"5632","60","1995","116","14.2167","51.0667"
"5656","60","1995","116","12.35","50.7"
"6093","60","1995","116","10.1167","50.7167"
"6186","60","1995","116","10.85","50.4667"
"6386","60","1995","116","11.6667","50.85"
"6396","60","1995","116","10.6","50.65"
"6399","60","1995","116","10.5","50.6167"
"6407","60","1995","116","11.3","50.95"
"3967","60","1995","117","12.3167","49.7833"
"5079","60","1995","117","12.0333","54.1667"
"5307","60","1995","117","13.6167","53.4667"
"5406","60","1995","117","12.65","50.55"
"5699","60","1995","117","11.65","51.7"
"5714","60","1995","117","12.1167","51.6"
"5943","60","1995","117","11.0833","51.5667"
"6115","60","1995","117","10.2667","50.9333"
"6154","60","1995","117","12.1333","50.6167"
"6158","60","1995","117","10.1667","51.3167"
"807","60","1995","117","9.11667","53.45"
"868","60","1995","117","9.31667","53.6167"
"1217","60","1995","117","8.86667","53.1"
"28","60","1995","118","9.81667","54.55"
"296","60","1995","118","10.4167","53.8667"
"1032","60","1995","118","7.3","53.55"
"2655","60","1995","118","6.76667","49.9833"
"3530","60","1995","118","12","48.1667"
"3563","60","1995","118","11.2833","48.7833"
"4150","60","1995","118","12.1833","50.0667"
"5248","60","1995","118","12.45","54.25"
"6179","60","1995","118","10.6","50.3667"
"3963","60","1995","119","12.2833","49.95"
"5735","60","1995","119","11.5333","51.4833"
"6221","60","1995","119","11.6667","50.4833"
"37","60","1995","119","10.5667","54.0167"
"1828","60","1995","119","8.1","50.9667"
"2613","60","1995","119","6.63333","50.2833"
"3478","60","1995","119","8.81667","48.75"
"122","60","1995","120","9.25","54.4167"
"1790","60","1995","120","8.33333","51.35"
"3391","60","1995","120","8.56667","48.5333"
"3930","60","1995","120","11.9333","49.0167"
"4142","60","1995","120","11.5667","50.2167"
"4240","60","1995","120","10.3333","49.3833"
"5240","60","1995","120","12.7167","54.3333"
"5356","60","1995","120","14.0333","54.0167"
"5670","60","1995","120","13.0333","50.7333"
"5941","60","1995","120","11.05","51.5333"
"3950","60","1995","121","12.2667","49.2"
"5897","60","1995","121","11.0333","51.6833"
"1792","60","1995","121","8.38333","51.3667"
"1851","60","1995","121","8.36667","51"
"3625","60","1995","121","10.7833","47.7333"
"68","60","1995","122","9.51667","54.75"
"1203","60","1995","122","8.48333","53.3333"
"1876","60","1995","122","7.43333","51.4"
"6188","60","1995","122","10.85","50.5167"
"6266","60","1995","122","11.15","50.5"
"6412","60","1995","122","11.35","50.8333"
"3824","60","1995","123","13.8167","48.75"
"3986","60","1995","123","12.5833","49.4333"
"5271","60","1995","123","13.6833","54.3"
"6024","60","1995","123","11.6833","52.3833"
"56","60","1995","123","9.56667","54.7333"
"1759","60","1995","123","8.58333","51.4"
"4157","60","1995","124","11.8833","50.1"
"6268","60","1995","125","11.2167","50.5"
"5628","60","1995","126","12.8","50.4667"
"6230","60","1995","126","11.5333","50.4667"
"6271","60","1995","126","11.2167","50.5333"
"5277","60","1995","127","13.4333","54.6833"
"6193","60","1995","127","10.8667","50.5833"
"6222","60","1995","127","11.5333","50.3833"
"3626","60","1995","128","10.9","47.85"
"3558","60","1995","131","11.2667","47.45"
"1365","60","1996","77","6.81667","50.7833"
"1300","60","1996","99","7.01667","51.1"
"2327","60","1996","99","8.3","50.7833"
"529","60","1996","100","9.65","51.9333"
"3052","60","1996","101","8.58333","49.1333"
"3260","60","1996","102","7.63333","47.8167"
"4276","60","1996","103","9.93333","49.8"
"5888","60","1996","103","11.95","52.7167"
"1840","60","1996","105","8.13333","51.5"
"3071","60","1996","105","9.61667","49.3667"
"1510","60","1996","106","6.93333","51.9833"
"3200","60","1996","106","7.7","48.1333"
"3206","60","1996","106","7.96667","48.1"
"4651","60","1996","106","7.11667","49.2"
"2343","60","1996","108","9.48333","50.1167"
"2390","60","1996","108","7.96667","49.9833"
"2761","60","1996","108","7.56667","49.4667"
"2828","60","1996","108","8.35","49.3"
"2977","60","1996","108","9.93333","49.45"
"3051","60","1996","108","8.55","49.5167"
"3082","60","1996","108","8.98333","49.4667"
"3197","60","1996","108","8","48.1167"
"3207","60","1996","108","7.65","48.1667"
"3237","60","1996","108","7.88333","48.3333"
"5880","60","1996","108","11.6333","52.8333"
"658","60","1996","109","10.4833","52.3833"
"833","60","1996","109","8.8","53.2167"
"1235","60","1996","109","6.45","51.2"
"1301","60","1996","109","6.93333","51.0667"
"1350","60","1996","109","6.71667","50.9167"
"1948","60","1996","109","8.6","49.8"
"2678","60","1996","109","7.6","50.3"
"2933","60","1996","109","9.15","49.0833"
"3036","60","1996","109","9.4","48.8"
"3161","60","1996","109","9.31667","49.75"
"3286","60","1996","109","8.36667","48.7333"
"3533","60","1996","109","11.9","48.0333"
"3808","60","1996","109","13.2333","48.55"
"4435","60","1996","109","10.1833","50"
"4620","60","1996","109","7.13333","49.3167"
"4649","60","1996","109","7.25","49.2167"
"4240","60","1996","110","10.3333","49.3833"
"4393","60","1996","110","10.5667","50.3"
"4427","60","1996","110","9.13333","49.8333"
"4446","60","1996","110","9.98333","49.7667"
"4910","60","1996","110","13.6167","51.7833"
"926","60","1996","110","7.85","52.4"
"1275","60","1996","110","6.48333","51.25"
"1276","60","1996","110","6.45","51.3833"
"1317","60","1996","110","6.95","51.35"
"1333","60","1996","110","6.53333","51.5833"
"1466","60","1996","110","6.45","50.8833"
"2020","60","1996","110","8.56667","49.9667"
"2041","60","1996","110","8.93333","50.05"
"2049","60","1996","110","8.91667","50.1167"
"2314","60","1996","110","8.23333","50.1"
"2368","60","1996","110","8.41667","50.0667"
"2799","60","1996","110","8.23333","49.3"
"2812","60","1996","110","7.75","49.2"
"2864","60","1996","110","9.36667","48.9333"
"2986","60","1996","110","9.38333","48.55"
"3046","60","1996","110","8.48333","49"
"3087","60","1996","110","8.73333","49.25"
"3089","60","1996","110","8.7","49.3167"
"3099","60","1996","110","8.38333","49.0833"
"3105","60","1996","110","8.3","48.9667"
"3179","60","1996","110","8.13333","48.7"
"4424","60","1996","111","9.16667","49.85"
"4615","60","1996","111","6.86667","49.4833"
"1423","60","1996","111","7.3","50.7333"
"1456","60","1996","111","6.31667","51.0833"
"1544","60","1996","111","7.76667","51.7"
"1569","60","1996","111","7.48333","52.0833"
"2547","60","1996","111","7.58333","50.2333"
"2769","60","1996","111","8.05","49.6"
"2816","60","1996","111","7.5","49.2167"
"2878","60","1996","111","8.96667","48.7333"
"2896","60","1996","111","9.3","48.7333"
"2939","60","1996","111","9.36667","49.15"
"3023","60","1996","111","8.8","49.0667"
"3158","60","1996","111","8.85","49.1"
"3228","60","1996","111","8.78333","47.7667"
"3866","60","1996","112","12.7667","49.2167"
"4282","60","1996","112","9.15","50.0833"
"4306","60","1996","112","10.2167","50.3167"
"4391","60","1996","112","10.1","49.85"
"4977","60","1996","112","12.9833","52.3667"
"6082","60","1996","112","11.1833","51.2667"
"649","60","1996","112","10.55","52.4833"
"911","60","1996","112","7.31667","52.8667"
"938","60","1996","112","7.28333","52.2833"
"956","60","1996","112","8.35","52.2"
"966","60","1996","112","7.3","52.7"
"1287","60","1996","112","6.01667","51.7833"
"1291","60","1996","112","6.45","51.7833"
"1643","60","1996","112","8.41667","52"
"1776","60","1996","112","7.61667","51.3667"
"1929","60","1996","112","8.73333","49.6833"
"2100","60","1996","112","9.91667","50.45"
"2820","60","1996","112","7.76667","49.5833"
"3065","60","1996","112","9.4","49.4"
"3121","60","1996","112","8.98333","49.35"
"3317","60","1996","112","9.31667","47.7667"
"3464","60","1996","112","9.05","48.4167"
"381","60","1996","113","8.81667","52.9833"
"427","60","1996","113","9.45","52.4"
"717","60","1996","113","11.5333","53.0333"
"841","60","1996","113","9.5","53.1333"
"906","60","1996","113","8.03333","52.2833"
"975","60","1996","113","8.05","52.15"
"977","60","1996","113","8.03333","52.3167"
"1384","60","1996","113","7.61667","50.8667"
"1594","60","1996","113","8.23333","51.9667"
"1642","60","1996","113","8.3","52.05"
"1648","60","1996","113","8.6","52.2"
"1684","60","1996","113","8.66667","52.2667"
"2439","60","1996","113","8.63333","50.6167"
"2572","60","1996","113","6.65","49.7333"
"2782","60","1996","113","7.4","49.5167"
"2819","60","1996","113","7.81667","49.7333"
"2861","60","1996","113","10.1167","48.8667"
"2972","60","1996","113","9.85","49.5333"
"3000","60","1996","113","9.56667","49.25"
"3146","60","1996","113","8.95","49.3333"
"3412","60","1996","113","9.65","47.8333"
"3492","60","1996","113","12.1333","47.8667"
"4256","60","1996","113","10.3167","49.45"
"4363","60","1996","113","10.6167","50"
"4466","60","1996","113","10.8333","48.35"
"4640","60","1996","113","6.7","49.25"
"4667","60","1996","113","13.3667","52.4"
"4687","60","1996","113","14.3167","51.7833"
"4693","60","1996","113","13.0333","52.4333"
"4741","60","1996","113","14.1167","52.2167"
"4776","60","1996","113","13.9667","51.8"
"4978","60","1996","113","13.2","52.4"
"4984","60","1996","113","12.95","52.3667"
"4993","60","1996","113","12.0833","53.0333"
"5302","60","1996","113","13.8333","53.55"
"5797","60","1996","113","12.1","52.75"
"5883","60","1996","113","11.55","52.9667"
"217","60","1996","114","9.85","54.1667"
"405","60","1996","114","9.25","51.9833"
"476","60","1996","114","9.35","52.2667"
"480","60","1996","114","9.93333","51.5333"
"481","60","1996","114","9.95","51.5333"
"553","60","1996","114","10","51.7167"
"561","60","1996","114","10.25","51.65"
"654","60","1996","114","10.55","52.3833"
"889","60","1996","114","8.83333","53.6167"
"1111","60","1996","114","10.85","52.4333"
"1326","60","1996","114","6.25","51.5833"
"1549","60","1996","114","7.46667","51.6667"
"1593","60","1996","114","7.91667","51.8667"
"3014","60","1996","114","9.88333","49.0833"
"3397","60","1996","114","8.88333","48.3833"
"3579","60","1996","114","12.9333","47.95"
"3653","60","1996","114","12.5667","47.85"
"3837","60","1996","114","12.1167","49.3333"
"4067","60","1996","114","10.7167","49.75"
"4230","60","1996","114","10.6","49.5833"
"4460","60","1996","114","11.1833","48.7333"
"4592","60","1996","114","10.7333","48.5667"
"4710","60","1996","114","13.8833","53.1"
"4719","60","1996","114","14.1667","52.8"
"4813","60","1996","114","13.55","51.5667"
"4891","60","1996","114","12.4167","52.9333"
"4897","60","1996","114","13.8667","52.0167"
"5698","60","1996","114","11.6833","51.7167"
"5714","60","1996","114","12.1167","51.6"
"5749","60","1996","114","11.4333","52.6833"
"5753","60","1996","114","11.9833","52.35"
"5764","60","1996","114","12.55","51.6833"
"5871","60","1996","114","11.8167","51.2333"
"6016","60","1996","114","12.7333","51.6833"
"6125","60","1996","114","10.8333","51.0667"
"6128","60","1996","114","11.0167","51.05"
"6297","60","1996","114","11.5833","50.75"
"6371","60","1996","114","11.0167","51.2833"
"94","60","1996","115","10.6333","53.4833"
"522","60","1996","115","10.15","52.0833"
"596","60","1996","115","9.76667","52.55"
"651","60","1996","115","10.6","52.7333"
"785","60","1996","115","10.7333","52.8333"
"969","60","1996","115","7.95","52.25"
"1220","60","1996","115","8.81667","53.1"
"1381","60","1996","115","7.61667","51.0333"
"2009","60","1996","115","8.81667","50.5167"
"2165","60","1996","115","9.6","51.2833"
"2793","60","1996","115","8.28333","49.4333"
"2848","60","1996","115","9.98333","48.4"
"3617","60","1996","115","11.6333","48.6"
"3759","60","1996","115","12.3","48.7333"
"3934","60","1996","115","12.0167","49.0667"
"4007","60","1996","115","11","49.8167"
"4044","60","1996","115","11.0333","50.3"
"4921","60","1996","115","13","52.6"
"5167","60","1996","115","12.05","53.75"
"5422","60","1996","115","14.1833","51.1667"
"5535","60","1996","115","13.9167","51.2167"
"5586","60","1996","115","14.85","51.2833"
"5643","60","1996","115","12.8833","51.65"
"5661","60","1996","115","12.6333","51.3667"
"5684","60","1996","115","11.5833","52.1167"
"5725","60","1996","115","11.9667","52.15"
"5805","60","1996","115","12.1333","51.1667"
"5828","60","1996","115","11.0833","52.6333"
"5928","60","1996","115","11.3833","52.85"
"5963","60","1996","115","11.3667","51.9167"
"6024","60","1996","115","11.6833","52.3833"
"6030","60","1996","115","12.1333","51.05"
"6066","60","1996","115","11.5167","51.0333"
"6200","60","1996","115","11.7","51.05"
"6216","60","1996","115","10.7","51.1833"
"263","60","1996","116","10.15","53.8167"
"519","60","1996","116","10.1167","51.95"
"895","60","1996","116","8.61667","53.4333"
"1203","60","1996","116","8.48333","53.3333"
"1213","60","1996","116","8.41667","53.35"
"1581","60","1996","116","7.88333","52.3167"
"1970","60","1996","116","9.01667","49.5167"
"2133","60","1996","116","10","50.85"
"2282","60","1996","116","9.25","51.45"
"2288","60","1996","116","9.21667","50.9"
"2566","60","1996","116","7.3","49.9667"
"2655","60","1996","116","6.76667","49.9833"
"3418","60","1996","116","9.75","47.9333"
"3482","60","1996","116","12.8833","47.7333"
"3632","60","1996","116","11.35","48.45"
"3734","60","1996","116","13.2333","48.4667"
"3744","60","1996","116","12.7333","49.1333"
"3939","60","1996","116","12.25","49.0333"
"4059","60","1996","116","11.2833","49.7"
"4075","60","1996","116","11.3333","50.25"
"4173","60","1996","116","10.5167","49.35"
"4692","60","1996","116","13.0667","52.3833"
"4781","60","1996","116","14.15","51.8333"
"4887","60","1996","116","13.6333","52.35"
"5078","60","1996","116","12.0667","54.1333"
"5446","60","1996","116","12.5","51.5167"
"5503","60","1996","116","12.6167","50.8667"
"5528","60","1996","116","12.65","50.7333"
"5571","60","1996","116","13.4167","51.2333"
"5663","60","1996","116","12.7333","51.3667"
"5819","60","1996","116","11.0333","52.4833"
"5862","60","1996","116","11.7167","51.1"
"5924","60","1996","116","11.7833","51.45"
"5998","60","1996","116","11.0333","51.8167"
"6088","60","1996","116","11.3833","51.3167"
"6254","60","1996","116","10.4","51.25"
"6386","60","1996","116","11.6667","50.85"
"402","60","1996","117","9.26667","52.0667"
"563","60","1996","117","10.0333","51.8"
"777","60","1996","117","10.4667","52.9167"
"827","60","1996","117","8.61667","53.2"
"933","60","1996","117","6.76667","52.6333"
"1620","60","1996","117","8.81667","51.6"
"1664","60","1996","117","9.08333","51.8667"
"1713","60","1996","117","9.3","51.5833"
"2054","60","1996","117","9.93333","51.1833"
"2061","60","1996","117","10.0167","51.2167"
"2088","60","1996","117","9.33333","51.2"
"2120","60","1996","117","9.51667","50.6333"
"2168","60","1996","117","9.51667","51.3833"
"2284","60","1996","117","9.16667","51.3333"
"2418","60","1996","117","8.06667","50.15"
"2852","60","1996","117","10.2167","49.0167"
"2890","60","1996","117","10.2333","49.1333"
"3538","60","1996","117","12.15","48.2833"
"3539","60","1996","117","11.9167","48.3167"
"3633","60","1996","117","11.3167","48.6333"
"3642","60","1996","117","11.1667","48"
"3698","60","1996","117","12.6833","48.9833"
"3727","60","1996","117","13.1833","48.45"
"3747","60","1996","117","12.9","48.65"
"3890","60","1996","117","12.35","49.35"
"3945","60","1996","117","11.6167","48.9"
"4034","60","1996","117","11.7167","49.9"
"4098","60","1996","117","11.6167","50.1167"
"4317","60","1996","117","9.91667","50.2833"
"4487","60","1996","117","10.9833","48.35"
"4751","60","1996","117","12.5333","52.0167"
"4792","60","1996","117","13.7","53.0333"
"4866","60","1996","117","13.2333","51.8167"
"4937","60","1996","117","12.6667","52.9833"
"5048","60","1996","117","13.3333","53.2167"
"5178","60","1996","117","11.2","53.4333"
"5248","60","1996","117","12.45","54.25"
"5509","60","1996","117","14.95","51.0333"
"5522","60","1996","117","13.55","51.35"
"5721","60","1996","117","11.9833","52.2167"
"5763","60","1996","117","12.6","51.7667"
"5766","60","1996","117","12.3167","51.7833"
"5772","60","1996","117","10.7667","51.95"
"5781","60","1996","117","10.7167","51.9667"
"5872","60","1996","117","11.1167","52.0833"
"5890","60","1996","117","11.8333","52.7167"
"6045","60","1996","117","12.1333","50.8833"
"6087","60","1996","117","11.1667","51.3"
"6358","60","1996","117","11.3333","51.1167"
"6407","60","1996","117","11.3","50.95"
"377","60","1996","118","8.58333","52.9"
"502","60","1996","118","9.7","51.8"
"550","60","1996","118","9.8","51.7333"
"860","60","1996","118","9.38333","53.6667"
"1154","60","1996","118","8.01667","52.9667"
"1758","60","1996","118","8.35","51.45"
"2162","60","1996","118","9.86667","50.7833"
"2603","60","1996","118","6.7","50.15"
"2607","60","1996","118","6.66667","50.3"
"2667","60","1996","118","8.06667","50.6"
"2670","60","1996","118","7.96667","50.5667"
"2690","60","1996","118","7.83333","50.5667"
"3530","60","1996","118","12","48.1667"
"3580","60","1996","118","12.7667","47.9167"
"3897","60","1996","118","12.1833","49.7167"
"4097","60","1996","118","11.4333","50.05"
"4263","60","1996","118","10.9333","48.9"
"4419","60","1996","118","10.3833","50.4167"
"4515","60","1996","118","10.2167","47.8"
"4706","60","1996","118","14.25","53.25"
"4989","60","1996","118","13.9333","53.3167"
"5046","60","1996","118","13.6","53.2667"
"5054","60","1996","118","12.55","53.0667"
"5091","60","1996","118","11.4667","53.9"
"5098","60","1996","118","13.15","53.7167"
"5265","60","1996","118","12.4","54.0833"
"5507","60","1996","118","15.0333","51.2667"
"5632","60","1996","118","14.2167","51.0667"
"5652","60","1996","118","14.7333","51.5"
"5656","60","1996","118","12.35","50.7"
"5695","60","1996","118","11.3","51.7167"
"5699","60","1996","118","11.65","51.7"
"5818","60","1996","118","12.9","51.8833"
"5942","60","1996","118","11.4","51.5"
"5948","60","1996","118","11.1167","51.5"
"6120","60","1996","118","11.9833","50.9667"
"6132","60","1996","118","12.2333","50.8"
"6191","60","1996","118","10.8167","50.2667"
"6354","60","1996","118","12.3667","50.8833"
"6431","60","1996","118","10.3333","51.35"
"3865","60","1996","119","12.85","49.3167"
"3912","60","1996","119","11.6667","49.15"
"3951","60","1996","119","12.5333","49.2667"
"5085","60","1996","119","11.3667","53.65"
"5103","60","1996","119","13.7833","53.7667"
"5943","60","1996","119","11.0833","51.5667"
"6028","60","1996","119","12.1333","50.9667"
"6184","60","1996","119","10.7333","50.4333"
"6211","60","1996","119","10.65","51.1"
"6399","60","1996","119","10.5","50.6167"
"191","60","1996","119","10.5833","54.3"
"296","60","1996","119","10.4167","53.8667"
"807","60","1996","119","9.11667","53.45"
"1124","60","1996","119","10.7167","52.1167"
"1765","60","1996","119","8.63333","51.1167"
"218","60","1996","120","9.66667","54.3"
"1217","60","1996","120","8.86667","53.1"
"1493","60","1996","120","6.63333","50.4833"
"2130","60","1996","120","9.56667","50.8333"
"2921","60","1996","120","10.2333","48.5333"
"3737","60","1996","120","11.85","48.8167"
"3827","60","1996","120","13.5167","48.75"
"3895","60","1996","120","12.15","49.5833"
"3915","60","1996","120","11.8833","49.05"
"3950","60","1996","120","12.2667","49.2"
"3959","60","1996","120","11.6833","49.5333"
"3967","60","1996","120","12.3167","49.7833"
"3981","60","1996","120","12.2667","49.65"
"4046","60","1996","120","11.1333","50.2167"
"4892","60","1996","120","12.1167","52.9833"
"5129","60","1996","120","13.25","53.9167"
"5262","60","1996","120","12.3167","54.0667"
"5501","60","1996","120","12.45","50.8667"
"5511","60","1996","120","12.8","51.1167"
"5551","60","1996","120","14.75","51.0167"
"5735","60","1996","120","11.5333","51.4833"
"6429","60","1996","120","10.4833","51.4833"
"3803","60","1996","121","12.5667","48.4667"
"4045","60","1996","121","11.15","50.2667"
"4055","60","1996","121","11.1667","49.95"
"4346","60","1996","121","9.93333","50.1"
"5156","60","1996","121","12.9667","54.0833"
"5239","60","1996","121","12.4167","54.3667"
"5244","60","1996","121","12.3667","54.3"
"5406","60","1996","121","12.65","50.55"
"5527","60","1996","121","12.6833","50.8333"
"28","60","1996","121","9.81667","54.55"
"148","60","1996","121","10.8333","54.25"
"244","60","1996","121","9.56667","54.5167"
"670","60","1996","121","10.85","52.6667"
"2075","60","1996","121","8.5","50.9667"
"3585","60","1996","121","12.7667","48.0667"
"868","60","1996","122","9.31667","53.6167"
"1847","60","1996","122","8.41667","50.9333"
"1851","60","1996","122","8.36667","51"
"3798","60","1996","122","12.8833","49.0833"
"3893","60","1996","122","12.05","49.8333"
"3918","60","1996","122","11.7667","49.2167"
"3963","60","1996","122","12.2833","49.95"
"4142","60","1996","122","11.5667","50.2167"
"5356","60","1996","122","14.0333","54.0167"
"5941","60","1996","122","11.05","51.5333"
"6090","60","1996","122","11.0833","51.4"
"6158","60","1996","122","10.1667","51.3167"
"6188","60","1996","122","10.85","50.5167"
"3824","60","1996","123","13.8167","48.75"
"3930","60","1996","123","11.9333","49.0167"
"5079","60","1996","123","12.0333","54.1667"
"5307","60","1996","123","13.6167","53.4667"
"276","60","1996","123","9.78333","53.9"
"656","60","1996","123","10.35","52.5333"
"1790","60","1996","123","8.33333","51.35"
"2613","60","1996","123","6.63333","50.2833"
"56","60","1996","124","9.56667","54.7333"
"3625","60","1996","124","10.7833","47.7333"
"3986","60","1996","124","12.5833","49.4333"
"5080","60","1996","124","12.0833","54.1833"
"5897","60","1996","124","11.0333","51.6833"
"6221","60","1996","124","11.6667","50.4833"
"498","60","1996","125","10.1833","51.5"
"3783","60","1996","126","13.2","48.9333"
"5352","60","1996","126","14","54.05"
"6179","60","1996","127","10.6","50.3667"
"6222","60","1996","127","11.5333","50.3833"
"532","60","1996","127","9.63333","51.85"
"2242","60","1996","127","8.73333","51.35"
"4157","60","1996","129","11.8833","50.1"
"1074","60","1996","130","9.85","51.9"
"1850","60","1996","130","8.46667","50.9833"
"5277","60","1996","132","13.4333","54.6833"
"6234","60","1996","133","10.05","50.5333"
"6193","60","1996","134","10.8667","50.5833"
"5628","60","1996","136","12.8","50.4667"
"6230","60","1996","136","11.5333","50.4667"
"6266","60","1996","137","11.15","50.5"
"6268","60","1996","137","11.2167","50.5"
"3260","60","1997","71","7.63333","47.8167"
"3200","60","1997","72","7.7","48.1333"
"2678","60","1997","76","7.6","50.3"
"3051","60","1997","76","8.55","49.5167"
"3052","60","1997","77","8.58333","49.1333"
"3114","60","1997","77","8.61667","49.4667"
"3286","60","1997","77","8.36667","48.7333"
"1341","60","1997","78","6.91667","50.9167"
"3197","60","1997","78","8","48.1167"
"3237","60","1997","79","7.88333","48.3333"
"3258","60","1997","80","7.6","47.8667"
"2390","60","1997","81","7.96667","49.9833"
"3179","60","1997","81","8.13333","48.7"
"2986","60","1997","82","9.38333","48.55"
"2933","60","1997","83","9.15","49.0833"
"1301","60","1997","85","6.93333","51.0667"
"2049","60","1997","85","8.91667","50.1167"
"2547","60","1997","85","7.58333","50.2333"
"3023","60","1997","85","8.8","49.0667"
"3334","60","1997","85","8.31667","47.6167"
"1275","60","1997","86","6.48333","51.25"
"1466","60","1997","86","6.45","50.8833"
"3464","60","1997","86","9.05","48.4167"
"1235","60","1997","87","6.45","51.2"
"1456","60","1997","87","6.31667","51.0833"
"4423","60","1997","87","9.25","49.7"
"1333","60","1997","88","6.53333","51.5833"
"1334","60","1997","88","6.53333","51.6167"
"2314","60","1997","88","8.23333","50.1"
